"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS"
"ADNI1","CINGANTL01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Ant_L","-4","-4","-4","Normalized Counts"
"ADNI1","CINGANTR01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Ant_R","-4","-4","-4","Normalized Counts"
"ADNI1","CINGMIDL01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","CINGMIDR01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPSUPL01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal _Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPSUPR01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal _Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFL01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFR01","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSUPL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","CINGPSTL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Post_L","-4","-4","-4","Normalized Counts"
"ADNI1","CINGMIDL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSMEDL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Sup_Medial_L","-4","-4","-4","Normalized Counts"
"ADNI1","FUSFRML02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Fusiform_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPMIDL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","OCCMIDL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Occipital_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","PRECUNL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Precuneus_L","-4","-4","-4","Normalized Counts"
"ADNI1","CINGANTL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Ant_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDOR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Mid_Orb_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSUPR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","ANGULR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Angular_R","-4","-4","-4","Normalized Counts"
"ADNI1","ANGULL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Angular_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARIINFR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Parietal_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPMIDR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","INSULAR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Insula_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPPOSR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Pole_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","CINGANTR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Ant_R","-4","-4","-4","Normalized Counts"
"ADNI1","CINGMIDR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","PRECUNR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Precuneus_R","-4","-4","-4","Normalized Counts"
"ADNI1","RECTUSR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Rectus_R","-4","-4","-4","Normalized Counts"
"ADNI1","CINGPSTR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Cingulum_Post_R","-4","-4","-4","Normalized Counts"
"ADNI1","PARIINFL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Parietal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","INSULAL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Insula_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTINFL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTINFR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","OCCMIDR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Occipital_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDOL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Mid_Orb_Right","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSMEDR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Frontal_Sup_Medial_R","-4","-4","-4","Normalized Counts"
"ADNI1","FUSFMR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Fusiform_R","-4","-4","-4","Normalized Counts"
"ADNI1","RECTUSL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Rectus_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPPOSL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Pole_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARISUPL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Parietal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARISUPR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Parietal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","SUPMRGL02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from SupraMarginal_L","-4","-4","-4","Normalized Counts"
"ADNI1","SUPMRGR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from SupraMarginal_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFR02","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Globally normalized CMRgl from Temporal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSUPL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSUPR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSMEDL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_Medial_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSMEDR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_Medial_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPSUPL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPSUPR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPMIDL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPMIDR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","FUSFRML03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Fusiform_L","-4","-4","-4","Normalized Counts"
"ADNI1","FUSFRMR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Fusiform_R","-4","-4","-4","Normalized Counts"
"ADNI1","PARAHIPL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","ParaHippocampal_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARAHIPR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","ParaHippocampal_R","-4","-4","-4","Normalized Counts"
"ADNI1","PARISUPL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARISUPR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","PARIINFL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARIINFR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","PRECUNL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Precuneus_L","-4","-4","-4","Normalized Counts"
"ADNI1","PRECUNR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Precuneus_R","-4","-4","-4","Normalized Counts"
"ADNI1","CINGANT03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Cingulum_Ant","-4","-4","-4","Normalized Counts"
"ADNI1","CINGMID03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Cingulum_Mid","-4","-4","-4","Normalized Counts"
"ADNI1","ANGULR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Angular_R","-4","-4","-4","Normalized Counts"
"ADNI1","OCCSUPR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","OCCINFL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","OCCINFR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","THALAML03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Thalamus_L","-4","-4","-4","Normalized Counts"
"ADNI1","THALAMR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Thalamus_R","-4","-4","-4","Normalized Counts"
"ADNI1","OCCMIDL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","OCCMIDR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","OCCSUPL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMEDL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Medial_Left","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMEDR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Medial_Right","-4","-4","-4","Normalized Counts"
"ADNI1","SUPMRGL03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","SupraMarginal_L","-4","-4","-4","Normalized Counts"
"ADNI1","SUPMRGR03","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","SupraMarginal_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTMIDR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSUPL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSUPR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSMEDL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_Medial_L","-4","-4","-4","Normalized Counts"
"ADNI1","FRTSMEDR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Frontal_Sup_Medial_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPSUPL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPSUPR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPMIDL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPMIDR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","TMPINFR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Temporal_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","FUSFRML04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Fusiform_L","-4","-4","-4","Normalized Counts"
"ADNI1","FUSFRMR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Fusiform_R","-4","-4","-4","Normalized Counts"
"ADNI1","LINGUALL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Lingual_L","-4","-4","-4","Normalized Counts"
"ADNI1","LINGUALR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Lingual_R","-4","-4","-4","Normalized Counts"
"ADNI1","PARAHIPL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","ParaHippocampal_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARAHIPR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","ParaHippocampal_R","-4","-4","-4","Normalized Counts"
"ADNI1","PARISUPL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARISUPR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","PARIINFL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","PARIINFR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Parietal_Inf_R","-4","-4","-4","Normalized Counts"
"ADNI1","PRECUNL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Precuneus_L","-4","-4","-4","Normalized Counts"
"ADNI1","PRECUNR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Precuneus_R","-4","-4","-4","Normalized Counts"
"ADNI1","CINGANT04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Cingulum_Ant","-4","-4","-4","Normalized Counts"
"ADNI1","CINGMID04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Cingulum_Mid","-4","-4","-4","Normalized Counts"
"ADNI1","CINGPST04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Cingulum_Post","-4","-4","-4","Normalized Counts"
"ADNI1","OCCMIDL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Mid_L","-4","-4","-4","Normalized Counts"
"ADNI1","OCCMIDR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Mid_R","-4","-4","-4","Normalized Counts"
"ADNI1","OCCSUPL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Sup_L","-4","-4","-4","Normalized Counts"
"ADNI1","OCCSUPR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Sup_R","-4","-4","-4","Normalized Counts"
"ADNI1","OCCINFL04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Inf_L","-4","-4","-4","Normalized Counts"
"ADNI1","OCCINFR04","BAIPETNMRC","Banner Alzheimer's Institute PET NMRC Summaries","Occipital_Inf_R","-4","-4","-4","Normalized Counts"
